tIF,G_if,Tcell_if,Tamb_if,loadFactor_if,pf_if,P_load_if,Q_load_if,I_load_if,Vpv_mpp_if,Ipv_mpp_if,Vdc_cmd_if,D_mppt_if,Ppv_available_if,P_meas_if,P_pred_if,V_meas_if,V_pred_if,I_meas_if,I_pred_if,T_meas_if,T_case_if,T_junction_if,absP_if,absV_if,absI_if,absT_if,P_loss_if,capHealth_if
2826,861.917715614383,25,26.379527335818,0.854539606198541,0.891591940886149,7690.85645578687,3906.18747799817,12.0005139836691,788.5,11.0076238379668,804.591836734694,0.02,8679.51139623683,7669.6215016421,7690.85645578687,306.535951743945,306.77075255102,12.0675560806311,12.0343956818249,37.5635927380984,37.8599773984816,43.761339066476,21.2349541447702,0.234800807075032,0.0331603988062028,0.296384660383197,237.861539869698,1
2827,898.849166247961,25.3054627822159,27.2029522498989,0.931179694777672,0.872025726151665,8380.61725299905,4703.96360045714,13.3702025035741,787.777427788668,11.4761197709624,803.854518151702,0.02,9040.62811416348,8337.25620754654,8380.61725299905,307.605965302626,306.48963140829,13.3997475843821,13.4079513171769,37.6829498571738,38.7584347389561,44.8140622823579,43.3610454525042,1.11633389433575,0.00820373279487185,1.07548488178227,259.194348030899,1
2828,895.645666115126,25.9563365741768,28.0167250960447,0.798461479653748,0.862282084308067,7186.15331688374,4220.51131619773,11.5941360370851,786.237785833785,11.4284929762957,802.283454932434,0.02,8985.51301309969,7100.07280625694,7186.15331688374,307.73338876395,305.890624279364,11.6084187602324,11.6268703864738,40.4108614354023,39.5111783792799,45.4336530073726,86.0805106267953,1.8427644845865,0.018451626241422,0.899683056122406,222.252164439704,1
2829,907.191586028544,30.6381802852444,28.7539754977139,0.832873107702444,0.872376552974317,7495.85796932199,4200.28923019203,11.9538730817202,775.162884535254,11.5260180799493,800,0.0310463943309319,8934.54142205902,7479.3411033644,7495.85796932199,302.473706883118,305.02,11.8968877797284,11.9876230961027,40.9466942301549,40.2301384903462,46.118824276581,16.5168659575947,2.54629311688188,0.0907353163743121,0.716555739808648,231.830658845011,1
2830,901.621666347823,27.2177599120557,27.0846276690162,0.871131692508884,0.868407035190684,7840.18523257996,4476.66991581425,12.5601338118239,783.253888928032,11.4915492751452,800,0.0209326388399599,9000.80065956559,7897.93045969935,7840.18523257996,305.188612774459,305.02,12.4745726084972,12.5955955148133,37.8645196830537,38.5808819777494,44.5157845919669,57.7452271193915,0.168612774459348,0.121022906316069,0.71636229469572,242.479955646804,1
2831,876.452490709209,32.6571076443607,28.9589229049126,0.865065259263449,0.859387381097159,7785.58733337104,4632.33006560379,12.60357308875,770.387111867265,11.1142979550016,800,0.037016110165919,8562.31190198596,7818.07632949147,7785.58733337104,306.286658572098,305.02,12.8168878208817,12.639157436192,40.5724269382519,40.4658931158958,46.423430771828,32.4889961204372,1.26665857209809,0.177730384689726,0.106533822356127,240.791360825909,1
2832,924.297701067519,29.123147351194,27.6463649049439,0.847829136829826,0.891360989540424,7630.46223146844,3880.40752408646,11.9093620921207,778.746694940751,11.7599315578296,800,0.0265666313240617,9158.00783338926,7689.40505878242,7630.46223146844,305.360917007348,305.02,12.0516400609965,11.9429864362264,39.3476447767541,39.1461542264808,45.0883063559105,58.9428273139811,0.340917007348082,0.108653624770023,0.201490550273299,235.993677261911,1
2833,877.974546704358,27.3069686963251,27.4842571526664,0.889768259185625,0.883404856904265,8007.91433267062,4247.87480664307,12.611040248682,783.042865548843,11.1892441502884,800,0.0211964180639463,8761.65780276747,7974.88512069461,8007.91433267062,303.709788598091,305.02,12.6730962318882,12.6466456785592,37.674291531785,39.0170117887344,45.0257063742345,33.0292119760161,1.31021140190916,0.0264505533289423,1.34272025694939,247.667453587752,1
2834,921.934887918797,29.5660554112403,28.5270028959655,0.834856326998876,0.874658112109244,7513.70694298989,4164.13765326033,11.9510812725208,777.698995924711,11.7250511074058,800,0.0278762550941112,9118.56047339538,7582.32858624065,7513.70694298989,301.557755331754,305.02,12.049410629187,11.9848234046379,39.6819561970939,40.0361802947696,45.991774250526,68.6216432507599,3.46224466824594,0.0645872245490668,0.354224097675676,232.382688958451,1
2835,900.047535950415,29.6515246890611,27.3123589434735,0.854903142351631,0.884691734292462,7694.12828116468,4054.3182491208,12.0992577649064,777.496818348026,11.4457813806764,800,0.0281289770649675,8899.058606983,7738.84088250613,7694.12828116468,306.431744089446,305.02,12.1294194532049,12.1334182517037,38.4565014002829,38.820839366968,44.7746931368248,44.7126013414536,1.41174408944647,0.00399879849878104,0.36433796668512,237.9627303453,1
2836,893.18395784707,25.2753046826072,26.3889973441829,0.889013350961749,0.860280216247486,8001.12015865574,4741.6445330025,12.9390423074184,787.848766773293,11.4040989756492,803.927313033972,0.02,8984.70531412582,7947.3946355934,8001.12015865574,307.965244923975,306.517386277028,12.8301216000223,12.9755738031928,38.73064951344,37.9285657338993,43.9444406617576,53.7255230623387,1.44785864694768,0.145452203170528,0.80208377954073,247.457324494508,1
2837,886.703243859699,26.0923126005259,26.4855762427122,0.869722163379048,0.879188490792075,7827.49947041144,4242.09489584074,12.3860357334977,785.916134543456,11.3129927365787,801.955239330057,0.02,8891.06352165011,7844.81589466513,7827.49947041144,304.632433045045,305.765483875568,12.4894633338744,12.4210058959958,38.2255807272897,38.0331209816181,44.0586800119606,17.3164242536996,1.13305083052239,0.0684574378786262,0.192459745671592,242.087612486952,1
2838,876.191501718941,28.181480707766,26.2081128239275,0.849477641728746,0.862190536702591,7645.29877555872,4492.03145502564,12.3362308071358,780.97420738578,11.1575663585613,800,0.0237822407677756,8713.77154323165,7646.1457185117,7645.29877555872,304.748527263749,305.02,12.5270388845499,12.3710603526999,38.4760028965888,37.7438674001532,43.7389609520728,0.846942952981408,0.271472736251155,0.155978531849941,0.73213549643561,236.45253945027,1
2839,872.30854687358,27.2971480822571,25.8259360194423,0.893737762718254,0.852361605088355,8043.63986446429,4935.04687425168,13.1286483279791,783.066096211421,11.117134315273,800,0.021167379735724,8705.45096931882,8046.32579531685,8043.63986446429,302.389004689769,305.02,13.3592257635355,13.1657151486542,38.0897834597693,37.3933527787241,43.4482371630797,2.68593085255725,2.6309953102313,0.193510614881324,0.6964306810452,248.772366942195,1
2840,893.091614722982,25.2618780295562,26.9301347402709,0.844627181289873,0.864727755028855,7601.64463160886,4415.09680777768,12.2298024033909,787.880527521085,11.4030579955772,803.959721960291,0.02,8984.2473489089,7556.27862079634,7601.64463160886,308.564379631886,306.52974299041,12.354871191461,12.2643314639045,39.1378170814948,38.4785565744553,44.4861545315619,45.366010812515,2.0346366414766,0.090539727556493,0.659260507039576,235.102411286873,1
2841,903.992198627785,26.6211598270417,28.1559769498509,0.801325223207449,0.880762945524589,7211.92700886704,3877.61723342821,11.3915694796277,784.665146429133,11.5280336815072,800.678720846054,0.02,9045.64623673986,7235.34617829666,7211.92700886704,303.3564791858,305.278779290579,11.5138173803813,11.423731911933,38.5767313128389,39.6489743137754,45.5415414085472,23.419169429626,1.92230010477959,0.0900854684482901,1.07224300093652,223.049288934033,1
2842,892.863142998206,27.5356952861486,27.338212317403,0.8322368658848,0.886235891527182,7490.1317929632,3915.08108402147,11.7579443638943,782.501812800615,11.3766083334666,800,0.0218727339992307,8902.21664446019,7514.91015081859,7490.1317929632,305.588193561314,305.02,11.7348099296508,11.791141202164,38.9474649445714,38.8140565441992,44.6796294844125,24.7783578553881,0.568193561314445,0.0563312725132636,0.133408400372247,231.65356060711,1
2843,899.974634687826,29.8012729814444,27.8872308860614,0.837451392581004,0.877570482108906,7537.06253322903,4117.76260924705,11.9484449649404,777.142588762393,11.4432603853839,800,0.0285717640470083,8893.04499977942,7487.0179643022,7537.06253322903,307.896912568991,305.02,11.9356240063453,11.9821796538283,38.3611970766685,39.3532688239953,45.2087224921578,50.0445689268363,2.87691256899058,0.0465556474829469,0.992071747326769,233.105026800899,1
2844,942.777422643254,27.1710253619671,28.9882453225186,0.821475576207493,0.879323869746697,7393.28018586744,4004.05288669177,11.6971370553794,783.364439506267,12.016609948694,800,0.0207944506171664,9413.38491722407,7492.12378125094,7393.28018586744,303.798170489966,305.02,11.7693379387782,11.7301622130965,41.2718830267579,40.4307784642934,46.2491654881351,98.8435953835042,1.22182951003424,0.0391757256816145,0.841104562464487,228.658150078375,1
2845,885.737412945461,29.7006835128641,25.6558709187247,0.816364396876089,0.862959677880488,7347.2795718848,4301.91648366682,11.8447892489001,777.38053315032,11.2632866931063,800,0.0282743335621,8755.85981451189,7313.14152824428,7347.2795718848,307.555103679167,305.02,11.9242008185711,11.8782312810161,37.2828611994509,37.0735315057436,42.8552516610731,34.1380436405234,2.53510367916687,0.0459695375550666,0.20932969370736,227.23545067685,1
2846,925.325973620488,27.6103654046604,28.626162389416,0.850656968437983,0.893525898780827,7655.91271594185,3847.22374567573,11.9201330895069,782.325180635276,11.7894339212923,800,0.0220935242059052,9223.17102206267,7628.05804786255,7655.91271594185,304.023251347294,305.02,11.9392866354737,11.9537878439503,40.3059425208239,40.0541739404266,45.8726407586529,27.8546680793042,0.996748652705548,0.0145012084766059,0.251768580397268,236.780805647687,1
2847,900.957421129297,27.5616341566293,27.4399600236709,0.815930632494044,0.880879439252519,7343.3756924464,3945.96399768491,11.5976647440441,782.440454402493,11.4794705569352,800,0.0219494319968833,8982.00215886842,7407.6040875377,7343.3756924464,302.555672896625,305.02,11.6104837084016,11.6304090562214,39.9203872066298,38.8433999638133,44.6243737114293,64.2283950912979,2.4643271033749,0.0199253478197914,1.07698724281651,227.114712137518,1
2848,902.71993391734,27.9465501418418,27.0614507976986,0.841947127170929,0.867639875286295,7577.52414453836,4342.23154813187,12.1500789941803,781.529935639473,11.4978668084727,800,0.0230875804506583,8985.92710681687,7522.75451030169,7577.52414453836,306.186677211831,305.02,12.2388316082577,12.1843829672942,39.4797425082311,38.4678470295811,44.2696038901088,54.7696342366744,1.16667721183131,0.0544486409634324,1.01189547865006,234.356416841393,1
2849,866.122810167009,25,25.351433817392,0.849910190396181,0.877356976877499,7649.19171356563,4183.44502237819,12.1291533749538,788.5,11.0613274551449,804.591836734694,0.02,8721.85669838178,7696.49967124506,7649.19171356563,306.482859168933,306.77075255102,12.0033705099629,12.1633982676387,35.2896001740833,36.7667478780928,42.5985225064452,47.3079576794289,0.287893382087645,0.160027757675861,1.47714770400948,236.572939594814,1
2850,909.648989986621,27.7142681787037,27.0551810520516,0.889099721786296,0.887731360959708,8001.89749607666,4149.64309922588,12.5401490134322,782.079398623276,11.5885920004894,800,0.0224007517209046,9063.19906263326,7999.74427057743,8001.89749607666,303.241066966916,305.02,12.7091993307095,12.5755542922627,38.6114036702385,38.513484680243,44.4399951800884,2.1532254992353,1.7789330330844,0.133645038446755,0.097918989995506,247.481365858042,1
2851,908.404078638582,25.4393550733963,26.9564745009738,0.819155823008865,0.869903058753988,7372.40240707979,4180.04794610882,11.7904247344264,787.460705573881,11.5967116632067,803.531332218246,0.02,9131.95474864562,7367.09793366558,7372.40240707979,304.051336230102,306.366408691512,11.8580856789474,11.8237132762775,38.5001217945162,38.3850483336927,44.2512390041112,5.30447341421132,2.31507246140916,0.0343724026698791,0.115073460823488,228.012445579788,1
2852,916.130537956533,25,27.5104805247758,0.867281408388423,0.861835121670651,7805.53267549581,4593.54310728116,12.5999735508353,788.5,11.6999803642641,804.591836734694,0.02,9225.43451722228,7836.25047677663,7805.53267549581,308.177195377606,306.77075255102,12.7716631040982,12.6355477355078,39.9571632023085,38.9589191243977,44.8701804632192,30.7178012808181,1.40644282658553,0.136115368590406,0.998244077910812,241.408227077191,1
2853,908.748436038873,28.591105149053,26.0138906295779,0.854892073258593,0.891388801287175,7694.02865932734,3912.1395320539,12.0081997056561,780.005240769915,11.5677848451694,800,0.024993449037606,9022.9328033309,7740.22489884584,7694.02865932734,305.396505119252,305.02,11.9516759549203,12.0421031033251,37.6370824354238,37.4669827903564,43.3883054338758,46.1962395184992,0.376505119251874,0.0904271484048405,0.17009964506736,237.959649257547,1
2854,913.655394620236,26.446458390512,25.0974184974182,0.850083145256346,0.884254556398614,7650.74830730712,4040.62314768305,12.0369895770821,785.078402677244,11.6531138667986,801.100410895147,0.02,9148.6080207623,7682.50772513573,7650.74830730712,305.760287869268,305.439559164047,11.8986295990228,12.0709742587474,36.6407252654834,36.5498071418158,42.4695842915253,31.7594178286108,0.320728705221143,0.172344659724535,0.0909181236676346,236.621081669293,1
2855,880.856761987473,28.667367032348,24.7942317442691,0.884408272517157,0.862509914198197,7959.67445265441,4669.9926594318,12.8387424181023,779.824843284981,11.2119525115771,800,0.0252189458937739,8743.35911025922,7905.36635830568,7959.67445265441,307.264040570552,305.02,12.7860772502619,12.8749907317913,36.4325105234696,36.2778346163427,42.2601745163677,54.3080943487357,2.24404057055187,0.0889134815294206,0.154675907126929,246.175498535704,1
2856,867.329827191228,26.439362088456,25.503637454111,0.813089453609814,0.87953622985034,7317.80508248833,3958.95604683022,11.57493017168,785.095188979757,11.0623310432703,801.117539775263,0.02,8684.98288097296,7258.51145174125,7317.80508248833,305.782480595441,305.446089977813,11.6355212618114,11.6076102961134,36.6015103754897,36.9469885600035,42.8428636102256,59.29363074708,0.336390617627558,0.0279109656980392,0.345478184513816,226.323868530568,1
2857,884.489754606498,25.3588777942614,26.3756260074581,0.788616351992904,0.879862097387677,7097.54716793614,3833.51084652954,11.2223795731373,787.651074577675,11.2922408585839,803.72558630375,0.02,8894.34564665353,7157.59933633343,7097.54716793614,306.295955463779,306.440472917962,11.2724003418474,11.2540643224575,37.932951306659,37.7630843432429,43.5501378339425,60.0521683972966,0.144517454183529,0.018336019389924,0.169866963416077,219.5117680805,1
2858,882.403282413541,25.5974601514872,27.7931420996379,0.892910964517292,0.874911055777635,8036.19868065562,4448.22308202945,12.7784458454892,787.086708011657,11.2631762253091,803.149702052711,0.02,8865.09629693373,8133.84692274074,8036.19868065562,306.624364469082,306.220902650147,12.5958511459598,12.8145239206139,38.1960233213452,39.2306830818403,45.1314704899318,97.6482420851162,0.403461818934886,0.218672774654088,1.0346597604951,248.542227236773,1
2859,883.226903885787,25,29.4014329874453,0.847113205269389,0.875258927609548,7624.0188474245,4212.91570482078,12.1182159627689,788.5,11.2797652785414,804.591836734694,0.02,8894.09492212987,7655.3300406665,7624.0188474245,307.600058063989,306.77075255102,12.0663608473607,12.1524299752683,39.6830532762307,40.8373641677967,46.7365709160173,31.3111932420015,0.829305512968347,0.0860691279076065,1.15431089156593,235.794397343027,1
2860,889.586329536683,26.2019715484214,27.9241374607196,0.877284280726435,0.868533338945555,7895.55852653792,4505.62046279766,12.6470035195094,785.656736302209,11.3486475432675,801.690547247152,0.02,8916.14139028763,7978.58435924609,7895.55852653792,305.963535215958,305.664563401658,12.6342832064312,12.6827104864282,39.3825067651122,39.3865865353323,45.3406216956848,83.025832708171,0.298971814299648,0.0484272799970142,0.0040797702201516,244.192531748596,1
2861,888.022097221855,28.5920294018475,27.0985030380272,0.827481925055659,0.888899742137366,7447.33732550093,3838.04650292252,11.6557311444593,780.00305444993,11.3039422026514,800,0.0249961819375879,8817.10944539356,7474.53636769372,7447.33732550093,303.510798819925,305.02,11.8355311571567,11.6886393986356,38.8069808932304,38.53666838301,44.4384943031106,27.1990421927885,1.50920118007508,0.146891758521079,0.270312510220407,230.330020376318,1
2862,877.417234281141,29.1723226339506,28.3897245967655,0.874656236996453,0.881544240521369,7871.90613296808,4215.71363406658,12.4230167378949,778.63037080939,11.162958207777,800,0.0267120364882625,8691.81828865113,7798.22151247487,7871.90613296808,306.790283181874,305.02,12.3938307474626,12.4580913108565,40.9953247600751,39.8516291832353,45.8027082874536,73.6846204932144,1.77028318187445,0.0642605633939048,1.1436955768398,243.461014421694,1
2863,920.834895357415,26.7871670493143,26.6648462231022,0.862347569293578,0.886705775465092,7761.1281236422,4046.70262218436,12.1768958561572,784.272456344847,11.7410426746528,800.278016678415,0.02,9208.17637849964,7824.5445237049,7761.1281236422,303.285007102687,305.126000809063,12.3672685184601,12.2112755427635,38.831034198148,38.1349642027669,44.0993214820065,63.4164000627052,1.84099370637631,0.155992975696632,0.696069995381087,240.034890421925,1
2864,895.167018267015,26.9319413668908,26.2743531179136,0.769366670449163,0.891471917885583,6924.30003404246,3519.16171127771,10.8058637357571,783.92999269662,11.4122598073712,800,0.0200875091292254,8946.4127474444,6940.08808066925,6924.30003404246,303.381672426614,305.02,10.8886674024524,10.8363725134566,36.583869224192,37.6651955820519,43.4667483154962,15.7880466267852,1.63832757338616,0.0522948889957622,1.08132635785989,214.153609300283,1
2865,900.96780755613,28.8554822048417,26.0049653288056,0.845606684017543,0.880774699292044,7610.46015615788,4091.65196832987,12.0209104453117,779.379856844447,11.4659424212139,800,0.0257751789444413,8936.32456283235,7531.77762753195,7610.46015615788,306.133948558679,305.02,12.0819366431999,12.0548497298973,37.0395845598323,37.4008216715409,43.2244607185735,78.6825286259364,1.11394855867871,0.0270869133026288,0.361237111708562,235.375056376018,1
2866,916.185436386325,25,27.5412342368785,0.807094718668472,0.886265613551036,7263.85246801625,3796.21179273208,11.4023506240163,788.5,11.700681476741,804.591836734694,0.02,9225.98734441029,7212.62985504695,7263.85246801625,306.285716766252,306.77075255102,11.6160173539991,11.4345434953079,38.3424608874754,38.9048491987663,44.6732193730541,51.222612969299,0.485035784768343,0.181473858691193,0.562388311290952,224.655230969576,1
2867,909.836169074473,25.7255042447166,25.7710286505011,0.871971557527244,0.859907733465886,7847.74401774519,4658.49629879189,12.6965068035525,786.783819709123,11.6119908404867,802.840632356248,0.02,9136.12650790547,7848.27002485557,7847.74401774519,307.627146885014,306.103062101628,12.7542899377514,12.7323535357621,36.841095303669,37.1674657486315,43.0156954264931,0.526007110375758,1.52408478338606,0.0219364019892421,0.326370444962564,242.713732507584,1
2868,925.818427405656,30.6862645785441,27.1130453180447,0.842808952632956,0.880592940974088,7585.28057369661,4081.86701601619,11.9836116312863,775.049141139454,11.7621456408002,800,0.0311885735756825,9116.24087685941,7677.00710815453,7585.28057369661,305.133034235394,305.02,12.177905563724,12.0174456081193,37.9410099453962,38.5088867143966,44.3615638541816,91.7265344579209,0.113034235394025,0.160459955604674,0.56787676900035,234.596306402989,1
2869,930.019121659857,27.6958368030174,25.6292971326841,0.865331821770793,0.871049726738528,7787.98639593714,4391.7340602941,12.438657547986,782.122998042462,11.8483002123425,800,0.0223462524469221,9266.82808378446,7813.67758548043,7787.98639593714,306.149244943031,305.02,12.3104470059671,12.4737762804901,37.3356744442624,37.0451577537833,42.9428913805406,25.6911895432913,1.12924494303059,0.163329274522988,0.290516690479116,240.865558637232,1
2870,878.066938560998,25,27.8475935997079,0.850629652436876,0.86893271901282,7655.66687193188,4360.54583011979,12.2571119487338,788.5,11.2138669262007,804.591836734694,0.02,8842.13407130925,7629.44867078097,7655.66687193188,306.684565979577,306.77075255102,12.2425079306102,12.2917181137592,39.6594734061204,39.2661236781914,45.1696163526447,26.2182011509158,0.0861865714429086,0.0492101831489435,0.393349727928971,236.773202224698,1
2871,870.056171540235,25.5403941415235,28.4708456484963,0.833836096065787,0.875236013966572,7504.52486459208,4147.34925480963,11.9285950980211,787.221697658226,11.1061478095191,803.287446590027,0.02,8743.00053305279,7531.42797596274,7504.52486459208,304.972661115823,306.273421198612,12.0763732406818,11.9622737437094,40.3559280664813,39.8759328858462,45.7524855614609,26.9031113706542,1.30076008278917,0.114099496972411,0.479995180635093,232.098707152333,1
2872,906.195783427881,29.4024889556055,28.4573750015093,0.853905461451026,0.867324667304793,7685.14915305924,4410.37596057467,12.3271272299833,778.085912375515,11.5266336250936,800,0.0273926095306061,8968.71124079924,7718.74965820398,7685.14915305924,305.258163669376,305.02,12.3569772079073,12.3619310729272,39.7064245532368,39.8698554301217,45.7638942279214,33.6005051447446,0.238163669376092,0.00495386501994233,0.163430876884902,237.685025352348,1
2873,961.315144679645,26.8540477318682,26.2199093669497,0.829397367740149,0.887073970015037,7464.57630966134,3884.51514251309,11.7067569659177,784.114250090266,12.2564362131417,800.116581724761,0.02,9610.44629004681,7564.27283609706,7464.57630966134,304.473485086667,305.064449697108,11.847842756779,11.7398092840469,36.7270576243468,37.615612795276,43.4769958125618,99.6965264357232,0.590964610441631,0.108033472732155,0.888555170929259,230.863184834888,1
2874,915.656843953694,25.7987876379819,27.7822440029558,0.8452223030741,0.878971631224352,7607.0007276669,4127.07442620182,12.0400939358101,786.610467842354,11.6855037132874,802.663742696279,0.02,9191.93954288258,7499.78126248639,7607.0007276669,306.505494240514,306.035618496524,12.3054754750142,12.0740873821787,38.8314629629107,39.1785867891929,45.0453880934842,107.219465180504,0.469875743989974,0.231388092835481,0.34712382628215,235.268063742276,1
2875,943.509799452111,25,28.7743909622751,0.833813906724076,0.882371444267046,7504.32516051668,4001.92775413435,11.8318178407096,788.5,12.0496432219185,804.591836734694,0.02,9501.14368048275,7469.1664447748,7504.32516051668,304.116088662962,306.77075255102,11.9341510358476,11.8652232499495,40.0250639061874,40.1604174451139,46.0100219398451,35.1587157418844,2.65466388805868,0.068927785898099,0.13535353892653,232.09253073763,1
2876,877.279673987357,27.3820507909152,26.9630373688952,0.801174596675073,0.855469188785556,7210.57137007566,4364.88093157404,11.7261807303271,782.86525885409,11.1796205774917,800,0.0214184264323874,8752.13655728858,7217.58087446379,7210.57137007566,303.55343395141,305.02,11.8464493432792,11.7592878886176,37.696173953259,38.309970291386,44.0863960005962,7.00950438812924,1.46656604859004,0.0871614546615387,0.61379633812696,223.007361961104,1
2877,859.985932763215,25,28.1712768749151,0.808479688417324,0.880775758717696,7276.31719575592,3911.98393566618,11.4931095331724,788.5,10.9829528762531,804.591836734694,0.02,8660.05834292558,7313.29125369078,7276.31719575592,307.767284163606,306.77075255102,11.3636354454124,11.5255586489856,39.0212783292575,39.4921443982556,45.228461505097,36.9740579348563,0.996531612586068,0.161923203573204,0.470866068998149,225.04073801307,1
2878,892.667639587748,26.7383963872282,28.5086356161368,0.80772963556296,0.879092785547581,7269.56672006664,3941.6134511091,11.5044294944542,784.387823346012,11.3824037331328,800.395738108175,0.02,8928.21888867758,7277.02608003545,7269.56672006664,304.242955303717,305.170885047195,11.6324320702179,11.5369105705244,39.2556369166747,39.8064011153959,45.511913396509,7.45935996880871,0.927929743477193,0.095521499693465,0.550764198721119,224.831960414433,1
2879,924.284697636935,27.3993908226718,28.1927946437182,0.859635058829631,0.88053104641359,7736.71552946668,4164.66179757098,12.2237154410711,782.82424100897,11.7784425876729,800,0.0214696987387878,9220.45037896279,7746.01099495231,7736.71552946668,305.866113174906,305.02,12.4349628063135,12.2582273159358,38.4906063067426,39.5185684417671,45.2978098594907,9.29546548562757,0.846113174905895,0.176735490377695,1.02796213502447,239.279861736084,1
2880,883.59372247304,28.1106803429109,27.8133506446262,0.891892624219925,0.882691283528052,8027.03361797933,4273.66957785763,12.6513689088788,781.141685648844,11.2525602688712,800,0.0235728929389448,8789.84389629123,8040.86818170658,8027.03361797933,305.775578436233,305.02,12.7805484748277,12.6870882008368,37.7883934582738,39.1912743871049,45.0844432380361,13.834563727255,0.755578436232781,0.0934602739909423,1.40288092883115,248.258771690083,1
2881,903.28782191768,27.756081154654,27.7438395756601,0.812997423317922,0.878749418553049,7316.9768098613,3974.13826334912,11.5839827960673,781.980490028666,11.5071117391502,800,0.0225243874641674,8998.33687659533,7281.90197846939,7316.9768098613,304.223695928396,305.02,11.5901618400719,11.6166884792633,39.0493292801862,39.0913052967066,44.9216174663987,35.0748313919057,0.796304071603515,0.026526639191351,0.041976016520394,226.298251851381,1
2882,934.16846750763,26.7043962576327,27.4830803686425,0.804622282652009,0.884267387456643,7241.60054386808,3824.2836872412,11.3931084828852,784.46825065257,11.9119495975946,800.477806788337,0.02,9344.54626268659,7190.61858994057,7241.60054386808,303.830922860863,305.202175783223,11.515189328328,11.4252752603415,38.7925232568847,38.7974447712835,44.5661205432573,50.981953927504,1.37125292236004,0.0899140679864967,0.00492151439873822,223.967027129941,1
2883,966.345017868338,27.1466796879582,26.7771897303302,0.821498922249938,0.870004237669916,7393.49030024944,4190.00009078406,11.8227747491425,783.422029198135,12.3172756884386,800,0.0207224635023313,9649.62511402943,7411.37013701905,7393.49030024944,304.507935060567,305.02,11.9480158886444,11.8561546265343,37.2666159157906,38.0793401048329,43.8341333273559,17.8798367696108,0.512064939433003,0.0918612621100241,0.812724189042285,228.664648461324,1
2884,941.541747307704,26.0171349169923,27.7265378279486,0.839190152549792,0.868030633484259,7552.71137294813,4320.12585846712,12.1048416431365,786.093967353855,12.0134678776556,802.136701381484,0.02,9443.71462562442,7553.62575003183,7552.71137294813,305.21041847238,305.834670819225,12.1764291121208,12.1390178951983,37.3625337151749,39.0342751654369,44.8117169388503,0.914377083704494,0.624252346845822,0.0374112169225427,1.67174145026207,233.589011534479,1
2885,908.97935710915,27.0369492004234,26.5875841987719,0.869228708451221,0.888464738252022,7823.05837606099,4041.07499626157,12.2497619996703,783.681596666398,11.5872395712506,800,0.020398004167002,9080.70640815373,7779.7208848192,7823.05837606099,304.835837797565,305.02,12.2105640264363,12.2843474131883,37.5228507747568,37.9271141252115,43.7769064860709,43.3374912417885,0.184162202435061,0.0737833867519857,0.404263350454727,241.950259053433,1
2886,924.044200852518,27.6041165845154,27.308772829174,0.887389334994065,0.876980073400834,7986.50401494658,4376.07293444075,12.6694646688223,782.339962219329,11.7731704732478,800,0.0220750472258391,9210.62174324239,7953.51128541196,7986.50401494658,303.831481296861,305.02,12.609904323251,12.705235051515,38.4411354538493,38.6910234727824,44.6275730628311,32.9927295346179,1.1885187031387,0.0953307282639457,0.249888018933028,247.005278812782,1
2887,909.931811456809,25.5653002132955,27.4014131363775,0.827900875134925,0.859995459964356,7451.10787621433,4421.3174080384,12.0535776083417,787.16278234545,11.6148935368645,803.227328923928,0.02,9142.81191312448,7494.62075255928,7451.10787621433,307.21524890455,306.250499835471,11.9679664635641,12.08760912389,37.9490148852098,38.7638539621491,44.6536345638304,43.5128763449493,0.964749069079176,0.119642660325962,0.814839076939272,230.446635346836,1
2888,891.939622497623,29.9648139856195,24.8123116496232,0.817337713674883,0.889258474890725,7356.03942307394,3783.7024386748,11.5081976237822,776.755732517017,11.3393676310961,800,0.0290553343537288,8807.91881057179,7385.22367481641,7356.03942307394,302.701063432233,305.02,11.4660617379737,11.5406893386152,35.8779124390438,36.148807073915,41.9846886745447,29.1842517424611,2.31893656776668,0.0746276006414401,0.270894634871226,227.506373909504,1
2889,917.166348331222,29.5709415840072,27.4757335647106,0.852957677490683,0.888042216817619,7676.61909741614,3974.37988010502,12.0261787798654,777.687437683031,11.6643524740648,800,0.0278907028962112,9071.22038778719,7639.74918229773,7676.61909741614,307.192724361837,305.02,11.8970887992102,12.0601329388241,37.8101925290248,38.823768468432,44.6862230368833,36.8699151184128,2.17272436183669,0.163044139613824,1.01357593940717,237.421209198438,1
2890,907.614022171285,26.166557125533,25.4026252671701,0.825812863243643,0.889198865498727,7432.31576919279,3824.16123261423,11.6283080631916,785.740509119552,11.5790028503791,801.776029713828,0.02,9098.09159475363,7499.38879237894,7432.31576919279,307.820596566184,305.69715572914,11.7966367692744,11.661138892304,37.3216233225559,36.7348531289514,42.5664227202198,67.0730231861562,2.12344083704386,0.13549787697036,0.586770193604458,229.865436160603,1
2891,926.542813420548,27.9766562129526,26.8635355086828,0.85903807069217,0.878227866391571,7731.34263622953,4210.13289732908,12.2472612878154,781.458719728261,11.8009703993657,800,0.0231766003396742,9221.97121983942,7806.44706079532,7731.34263622953,305.846442584191,305.02,12.2333834249124,12.2818396409387,37.5622100853272,38.213371194917,44.083946827049,75.1044245657968,0.826442584191454,0.048456216026306,0.651161109589822,239.113689780295,1
