tIF,G_if,Tcell_if,Tamb_if,loadFactor_if,pf_if,P_load_if,Q_load_if,I_load_if,Vpv_mpp_if,Ipv_mpp_if,Vdc_cmd_if,D_mppt_if,Ppv_available_if,P_meas_if,P_pred_if,V_meas_if,V_pred_if,I_meas_if,I_pred_if,T_meas_if,T_case_if,T_junction_if,absP_if,absV_if,absI_if,absT_if,P_loss_if,capHealth_if
5579,967.384672416109,34.025700356298,30.1080397920255,0.909330914533284,0.872641299651574,8183.97823079955,4580.05096099416,13.0472798716131,767.149705807177,12.2514005877402,800,0.0410628677410289,9398.65835661076,8239.9053762986,8183.97823079955,302.288554645699,305.02,13.182232318502,13.0841169603383,42.2960031193096,42.4984540908071,48.9288344665115,55.9271454990467,2.7314453543014,0.0981153581636871,0.202450971497449,253.112728787616,1
5580,913.178760271446,31.9848606233516,29.6782035719575,1,0.88322381169126,9000,4778.590951468,14.1763039510512,771.977312195462,11.5874003497238,797.127589973273,0.0350283597556728,8945.21017731255,8741.26129085118,8676.85387199318,305.546978658271,303.92482186706,13.6138647673445,13.7058896114903,42.5499666192308,42.1068017976507,48.6114561086298,64.4074188580016,1.62215679121118,0.0920248441458114,0.443164821580083,268.356305319378,1
5581,966.47566007899,32.9606088843757,28.2706405268187,0.939217560691189,0.865950737652963,8452.9580462207,4882.0005967346,13.5802199163562,769.669179684009,12.2523469849302,800,0.0379135253949885,9430.25385309504,8369.02341202605,8452.9580462207,303.071140821702,305.02,13.7106721946224,13.618561683444,39.6184504746933,40.7081337534163,47.221091529142,83.9346341946493,1.94885917829771,0.0921105111784524,1.08968327872297,261.431692151157,1
5582,956.907752478991,31.4123820878145,28.3914944837909,0.897615768731128,0.869182247320246,8078.54191858015,4596.01355873902,12.9304432121745,773.331510171275,12.14883854193,800,0.0333356122859065,9395.07965645769,8074.4619773475,8078.54191858015,306.037102539521,305.02,12.984704288715,12.9669504296596,42.1545257458707,40.7984006641176,47.2402484457488,4.07994123264507,1.01710253952092,0.0177538590553663,1.35612508175309,249.851811914851,1
5583,994.699599328466,35.2706120654276,30.9861506111948,0.916657320490458,0.885441146290197,8249.91588441412,4330.2267723894,12.9622709949957,764.204867159231,12.5822349326455,800,0.0447439160509613,9615.4051752686,8221.64304800696,8249.91588441412,304.132405521176,305.02,12.9988382452755,12.9988680735761,43.8630352242269,43.3859169405679,49.8109522315127,28.2728364071645,0.88759447882353,2.98283006419098e-05,0.477118283658946,255.152037662293,1
5584,990.077747999369,28.4766034541732,29.2291466082798,0.945525655683895,0.884468244826365,8509.73090115505,4489.30052605516,13.3851997847552,780.276094529153,12.6043859281067,800,0.0246548818385584,9834.90102592128,8469.70494107615,8509.73090115505,302.60273337845,305.02,13.4267828014355,13.4229909409906,40.5765741857615,41.6499837410732,48.1162599787259,40.0259600788995,2.41726662154986,0.00379186044493984,1.07340955531172,263.187553643972,1
5585,970.641044406475,33.5838359797842,28.3952366804307,0.940894666410142,0.862576093593037,8468.05199769128,4966.77236093363,13.657693888552,768.19493598982,12.2978415626792,800,0.0397563300127244,9447.13961205529,8495.2828319198,8468.05199769128,304.444194338193,305.02,13.8048589259597,13.6962543920825,41.2233253765106,40.8294292014334,47.3173552116622,27.2308342285178,0.575805661806726,0.108604533877211,0.393896175077131,261.898515392515,1
5586,982.709034399226,32.8655606913829,29.051791429913,0.89826780056541,0.867684887642721,8084.41020508869,4631.72574018865,12.9621661532427,769.894016184534,12.4592695371201,800,0.0376324797693327,9592.31706265904,8086.51547739871,8084.41020508869,305.496090808239,305.02,12.8773621865804,12.9987629358178,40.7652467636264,41.457888616479,47.8825897260602,2.10527231001652,0.476090808239235,0.121400749237404,0.692641852852567,250.033305312022,1
5587,959.506002425022,28.4907846442759,28.0700477642031,0.945092030244726,0.870542352932009,8505.82827220254,4808.10931508158,13.5930833941388,780.242548923965,12.2150263908847,800,0.0246968138450433,9530.68332639741,8507.67408230526,8505.82827220254,305.583255584321,305.02,13.5468663366831,13.6314614793769,39.1443320525429,40.4966680795218,46.9618945850778,1.84581010272632,0.563255584321212,0.0845951426938765,1.35233602697893,263.066853779461,1
5588,945.733387818674,33.6539492177346,27.6103700684463,0.924607807852746,0.856406404602187,8321.47027067471,5016.7703776093,13.5179686648078,768.029083125449,11.9814630409464,800,0.0399636460931891,9202.11207383949,8315.18740644454,8321.47027067471,305.819250458241,305.02,13.5092759997966,13.5561346745806,40.827063675546,40.035147908846,46.4920810790389,6.28286423017016,0.799250458240977,0.0468586747840725,0.791915766700015,257.365059917776,1
5589,974.61595524742,32.7041777334137,29.3150969978963,0.935327648030815,0.86871034674792,8417.94883227733,4799.73801863715,13.4810141125102,770.27576757161,12.3585568328112,800,0.0371552905354878,9519.49685047098,8456.72754236388,8417.94883227733,305.669385774748,305.02,13.6259841031584,13.5190757865031,43.0398847453482,41.748595950678,48.219339828533,38.7787100865462,0.649385774748282,0.106908316655337,1.2912887946702,260.348932957032,1
5590,963.709598036302,30.4062206859891,28.7020164943204,0.93568902686151,0.874052959040675,8421.20124175359,4680.81215002203,13.4037887439889,775.711584967293,12.2467453821978,800,0.0303605187908842,9499.94227111552,8406.31338181044,8421.20124175359,302.547864978295,305.02,13.3818407641907,13.4416323834352,42.5198754210096,41.1433593115665,47.624901641599,14.8878599431464,2.4721350217053,0.0597916192445247,1.37651610944312,260.449522940834,1
5591,986.623707633044,30.2058524898162,30.990857096729,0.919942887584732,0.861509067132334,8279.48598826259,4879.62863471393,13.3701044108976,776.18555593534,12.5402824004514,800,0.0297680550808253,9733.58606658054,8270.02651183595,8279.48598826259,305.067923391829,305.02,13.5133313418334,13.4078529475501,43.7240329501339,43.4244379861114,49.8846795411791,9.45947642664214,0.0479233918290447,0.105478394283249,0.299594964022432,256.066576956576,1
5592,959.224245219627,31.4111773752708,29.4262538921036,0.980046855886653,0.872449710156979,8820.42170297988,4940.77131104185,14.0650157364348,773.334359918797,12.1782623914165,800,0.033332050101504,9417.86875138927,8877.43364546618,8820.42170297988,305.91051591267,305.02,14.2652948245301,14.1047262536999,41.6447241602189,41.9095162800048,48.46567040382,57.0119424863024,0.89051591267048,0.1605685708302,0.264792119785909,272.796547514843,1
5593,941.110369995643,29.1301857268861,29.7290456625902,0.907329796073864,0.869697936567854,8165.96816466478,4634.47574681946,13.0626267856064,778.730045663051,11.9737627608585,800,0.0265874429211863,9324.32882152189,8187.5989543893,8165.96816466478,303.095512126312,305.02,12.9491114718166,13.0995072041013,41.6480544078644,42.1864189529075,48.6779700865916,21.6307897245242,1.92448787368795,0.15039573228467,0.538364545043159,252.555716432932,1
5594,951.60643509645,31.9409768913827,29.6015869636448,0.891242164480693,0.87496345718063,8021.17948032624,4438.77571739796,12.7537997852046,772.081119163434,12.0755129621636,800,0.0348986010457072,9323.27556229986,8043.80736743347,8021.17948032624,305.322420286847,305.02,12.7679770832237,12.7898082757784,41.6045920404569,42.0232664000204,48.4375886706312,22.62788710723,0.302420286846882,0.0218311925546963,0.418674359563454,248.077715886379,1
5595,955.848237041848,34.004420497557,30.6652790212131,0.916416686560332,0.861960196955318,8247.75017904299,4851.04885087867,13.3118851516687,767.200043313029,12.1055448790182,800,0.0409999458587138,9287.37455551057,8196.2314029818,8247.75017904299,304.04110981017,305.02,13.227240772655,13.3494693147476,43.1242337888668,43.0810132544047,49.4854166334113,51.5187760611916,0.978890189830281,0.122228542092666,0.0432205344620797,255.085057083805,1
5596,964.259842143347,31.9604303546599,28.0727921093438,0.921682403089252,0.882124569522883,8295.14162780327,4429.24511444847,13.0823318934071,772.035101996052,12.2358548546628,800,0.0349561225049351,9446.50945072849,8225.40820944947,8295.14162780327,304.637529793992,305.02,13.0197548977346,13.1192679463953,40.8256227419978,40.4884157539265,46.8953167118242,69.733418353806,0.382470206007667,0.0995130486606506,0.337206988071301,256.550771993917,1
5597,951.276095699214,32.6940094491719,30.3984529273136,0.866362618188299,0.873883198284341,7797.26356369469,4337.57061384182,12.4130956241923,770.299820647984,12.062713698461,800,0.0371252241900203,9291.90619845246,7819.14255185279,7797.26356369469,303.96390187487,305.02,12.4131344119742,12.4481421863387,43.6267934822939,42.7625461676282,49.0686234124291,21.8789881581006,1.0560981251304,0.0350077743645318,0.86424731466569,241.152481351383,1
5598,990.55206002713,33.1990811347977,29.5754645577774,1,0.860146157745948,9000,5336.80078698731,14.5566530741156,769.105073575636,12.5547201848415,800,0.0386186580304549,9655.89899148406,8973.18834191547,9000,303.170650681781,305.02,14.4422554074854,14.5977516575835,42.7567670486155,42.0205768891031,48.5007036383832,26.8116580845308,1.8493493182192,0.155496250098082,0.736190159512333,278.350515463919,1
5599,980.588167956022,34.1233793526644,29.2559529948455,0.920709709683597,0.885147332122874,8286.38738715237,4356.05004626116,13.0238967276985,766.918646141272,12.4174522674943,800,0.0413516923234095,9523.17568151058,8268.5408689971,8286.38738715237,305.512562476905,305.02,13.195328393845,13.0606677975327,42.2237593836319,41.6942413232255,48.1548677545847,17.8465181552692,0.492562476905277,0.134660596312354,0.529518060406346,256.280022283064,1
5600,967.058042999938,29.8956283349761,28.5348609489607,0.939769283964313,0.868851522183234,8457.92355567882,4819.33610800854,13.5428311944487,776.919391173614,12.2951521208227,800,0.0288507610329826,9552.34210009655,8401.76622541344,8457.92355567882,305.203316392462,305.02,13.6683382063871,13.581067399942,41.0392696795064,40.9854736304679,47.4671681108554,56.1573302653742,0.183316392461847,0.0872708064450514,0.0537960490385387,261.585264608624,1
5601,957.433779938697,28.0551843325752,30.1125394357582,0.927846534307486,0.868034720078341,8350.61880876738,4776.43504725016,13.3835966218968,781.272961461293,12.1935350907008,800,0.0234087981733834,9526.47927099403,8321.16166283482,8350.61880876738,305.691707789941,305.02,13.5438363782042,13.4213832518361,43.0840895039834,42.5625494593224,49.0375691522459,29.4571459325562,0.671707789941308,0.122453126368141,0.521540044661002,258.266561095899,1
5602,942.185162822358,32.5736631464884,28.9588015177198,0.950216363919597,0.866254830100715,8551.94727527637,4932.23625560315,13.734429405032,770.584499826982,11.9488006720076,800,0.036769375216273,9207.5605893713,8541.52630583075,8551.94727527637,304.828853481222,305.02,13.5956321962198,13.7732065600836,41.5768302465481,41.4293860109049,47.9410218837106,10.4209694456167,0.191146518777714,0.177574363863721,0.147444235643263,264.49321469927,1
5603,921.527935466558,34.9583241931361,28.7466988971577,0.917668129620274,0.879648535397772,8259.01316658246,4465.63260132835,13.0620171746587,764.943584121137,11.6601839995429,800,0.0438205198485793,8919.38294012226,8274.0210283113,8259.01316658246,304.822232388773,305.02,13.0366302703198,13.0988958720061,42.8041076112545,41.2044799343504,47.6825688871054,15.0078617288345,0.197767611227107,0.0622656016863221,1.59962767690406,255.433396904613,1
5604,983.038354993948,35.4219567726126,28.3839181847919,0.873051850600757,0.879590361878447,7857.46665540681,4249.75912464602,12.427774392286,763.846861254385,12.4329072161759,800,0.0451914234320189,9496.83715334299,7855.47562936779,7857.46665540681,301.870673124224,305.02,12.3906897770911,12.4628623977898,40.4684058521961,40.7901264640701,47.1608212470334,1.99102603902247,3.14932687577607,0.0721726206986872,0.321720611874007,243.014432641449,1
5605,970.436483315262,30.2419501380577,28.5125721126305,0.912243540035722,0.880210148226397,8210.19186032149,4426.70055115681,12.9765191094679,776.100166948424,12.3341223756293,800,0.0298747913144695,9572.5144348882,8238.39696617767,8210.19186032149,307.354677471432,305.02,13.0015616848233,13.0131564155182,41.8369943553605,40.9125127433173,47.2771786481408,28.2051058561792,2.33467747143175,0.0115947306948581,0.92448161204323,253.923459597573,1
5606,971.620824385724,32.8614630480915,32.3073371916868,0.888339231224957,0.877632222431345,7995.05308102461,4366.6420485872,12.6736020834247,769.90370915974,12.3187357445083,800,0.0376203635503255,9484.24034185564,8022.62074890129,7995.05308102461,304.731848209517,305.02,12.8035727619042,12.709384147503,44.7138654213632,44.6795527485275,50.9954389648534,27.5676678766813,0.2881517904828,0.0941886144011086,0.0343126728356538,247.269682918288,1
5607,953.153098841212,35.1305025533656,30.2505144865909,0.946143399210799,0.867894747085094,8515.29059289719,4873.81070241719,13.6497183254213,764.536296210014,12.0583349786504,800,0.044329629737483,9219.03476303707,8589.62446744544,8515.29059289719,305.984661256717,305.02,13.8260412879036,13.6882563111145,42.9452055604308,42.6529309061705,49.0403108172968,74.3338745482488,0.964661256716624,0.137784976789145,0.292274654260339,263.35950287311,1
5608,951.350401624087,31.9027034134629,29.2739857142281,0.934781545221788,0.869625063522878,8413.03390699609,4776.33639991294,13.4589713017841,772.171655075453,12.0727004485062,800,0.0347854311556831,9322.19708655319,8343.14087180723,8413.03390699609,302.487105060165,305.02,13.5971628656752,13.496970741121,41.3132771709479,41.6903547890981,48.1090795569817,69.8930351888557,2.53289493983482,0.100192124554127,0.377077618150246,260.196924958643,1
5609,1000,30.7341088309608,28.7590857476115,0.953939536427763,0.871489523031731,8585.45582784986,4831.30166475327,13.7054236186313,774.935965560362,12.7040230179055,800,0.0313300430495472,9844.80434388167,8588.94471438605,8585.45582784986,306.438668832241,305.02,13.8507043178647,13.7441188800822,40.5865398235355,41.2046163139698,47.6818782216583,3.48888653618451,1.41866883224117,0.106585437782471,0.618076490434298,265.529561686079,1
5610,961.367051229365,32.7293783456446,29.9319607758939,0.950165723770386,0.86023436935673,8551.49151393348,5068.84609771593,13.8298144981237,770.216155523378,12.1902631116958,800,0.0372298055957778,9389.1375887088,8512.3265370895,8551.49151393348,306.774995864133,305.02,13.9550582312989,13.8688609590514,42.723305190323,42.3982118740664,48.9113980662889,39.1649768439802,1.75499586413258,0.086197272247535,0.325093316256563,264.479118987634,1
5611,994.959477426922,32.6014453574158,29.2247300705343,0.952230751462426,0.886610210214914,8570.07676316183,4470.74653833277,13.447552843513,770.518781007033,12.6177523103921,800,0.0368515237412089,9722.21512925202,8580.97615705161,8570.07676316183,304.01974489438,305.02,13.3732976824947,13.485520044501,41.6091921487501,41.7104277657996,48.2537904434972,10.8993938897784,1.0002551056204,0.112222362006349,0.101235617049483,265.053920510161,1
5612,946.375538587395,31.7996132915207,30.5774673895914,0.960952598702814,0.873491095034795,8648.57338832532,4820.28101910892,13.7745452197486,772.415514758908,12.0107380350641,800,0.0344806065513653,9277.28040198843,8641.90312481797,8648.57338832532,306.721388442768,305.02,13.9005415435619,13.8134356359427,42.3604209963764,43.0879276401726,49.6696046117196,6.6702635073525,1.70138844276789,0.0871059076192093,0.727506643796247,267.48165118532,1
5613,982.336813525701,31.4547753590278,29.1495017362921,0.906415185200316,0.869580353463563,8157.73666680285,4632.37319807978,13.0512238593701,773.23122888822,12.4711865592582,800,0.0334609638897253,9643.11090890946,8109.28722037773,8157.73666680285,305.472035791748,305.02,13.1298396778969,13.0880720833685,40.8550649217796,41.6306160223886,48.1391866950219,48.4494464251147,0.452035791747619,0.0417675945283271,0.775551100608922,252.301134024831,1
5614,979.265627591047,34.0601917913463,29.0450515274676,0.937398672048143,0.866060303909318,8436.58804843329,4870.08119704183,13.5522057420788,767.06811631757,12.4014562443198,800,0.0411648546030371,9512.76168092519,8389.25769739571,8436.58804843329,307.203796888043,305.02,13.5344340059541,13.5904684152379,41.9941991538972,41.531352955462,48.0438074724584,47.3303510375808,2.18379688804333,0.0560344092837237,0.462846198435201,260.925403559793,1
5615,953.960174808753,30.8597659890394,29.6146657491503,0.957935952228692,0.86398464742908,8621.42357005823,5024.44490560366,13.8823897480917,774.638723552927,12.1177050118327,800,0.0317015955588409,9386.84354275697,8567.28282959675,8621.42357005823,305.963735787408,305.02,13.8761984392684,13.9215846475573,42.6200643477838,42.124768458012,48.6781815443712,54.1407404614747,0.943735787408116,0.0453862082889316,0.49529588977181,266.641966084276,1
5616,964.430733142811,27.5205297027005,28.2715835559431,0.926378304627371,0.876646430626047,8337.40474164634,4575.86818099681,13.2311530164036,782.537686988262,12.288672912958,800,0.0218278912646725,9616.34967746147,8281.68143421573,8337.40474164634,303.912669332256,305.02,13.2045994533229,13.2685092440923,41.129076251003,40.7726490313347,47.2975378187156,55.7233074306023,1.10733066774384,0.0639097907693635,0.356427219668284,257.85787860762,1
5617,986.113592452884,32.0803625658777,28.4466470655268,0.917666978001088,0.88330738860534,8259.0028020098,4383.26809927617,13.0078951065047,771.751402350416,12.5117468142308,800,0.0353107470619797,9655.95814973595,8226.75223925848,8259.0028020098,305.505770771618,305.02,13.1765687353319,13.0446209980991,40.3478981466965,40.9327673871295,47.420573006881,32.2505627513201,0.485770771617752,0.131947737232856,0.584869240433072,255.433076350819,1
5618,955.357584750655,35.5377568105708,30.7044261720467,0.921891421905326,0.873223344885213,8297.02279714793,4630.32389138694,13.2186840291391,763.572936264595,12.0814611812784,800,0.0455338296692567,9225.07678855546,8234.93122656078,8297.02279714793,305.3069891182,305.02,13.3007984047401,13.2560050524637,44.983228562846,43.1825122713994,49.6509627424779,62.0915705871539,0.286989118199585,0.0447933522763933,1.80071629144659,256.608952489112,1
5619,978.218740120081,30.282838689804,30.7018873991097,1,0.86753856033107,9000,5159.80449316501,14.4326140460697,776.003445079269,12.4325592521458,800,0.0299956936509141,9647.70881081729,8991.93422916118,9000,305.434773248081,305.02,14.5327532298344,14.473362423462,43.282343766175,43.2460195724542,49.8452200210045,8.06577083881712,0.414773248081019,0.0593908063724697,0.0363241937207519,278.350515463919,1
5620,966.139661111786,32.9304435208325,29.594794647996,0.988478482219661,0.872993686489152,8896.30633997695,4970.26378197342,14.1771815948656,769.740535851471,12.248438948694,800,0.0378243301856616,9428.11995971176,8932.83540589561,8896.30633997695,306.364515324296,305.02,14.174235476835,14.2172087960463,41.6032201095385,42.1833286357603,48.8570322650361,36.5290659186649,1.3445153242958,0.0429733192113364,0.580108526221771,275.143495050834,1
5621,963.133965216545,28.8176247991032,29.7438596159765,0.980647152229521,0.893585602651793,8825.82437006569,4433.65386174431,13.7407486044532,779.469408537721,12.2575134513413,800,0.0256632393278484,9554.35676006014,8862.53187782843,8825.82437006569,305.15740349447,305.02,13.7384218890922,13.7795436008412,41.7534365056844,42.3629355229481,49.0767424531591,36.7075077627469,0.137403494470277,0.04112171174895,0.609499017263751,272.963640311311,1
5622,957.197945999854,35.0923692208951,29.3584684430503,0.940364636531301,0.888032342216863,8463.28172878171,4381.88551329219,13.2587105873795,764.626500607973,12.1099525226301,800,0.0442168742400341,9259.59061990736,8417.66143155098,8463.28172878171,302.899642399781,305.02,13.3669585503193,13.2961446198441,42.0276340312381,41.9668451105736,48.6353100680785,45.620297230731,2.12035760021888,0.0708139304751807,0.0607889206644643,261.750981302528,1
5623,952.584385202169,30.0837208102786,32.3030970080214,0.957022671160559,0.868408125351242,8613.20404044503,4918.03106574612,13.7985081065309,776.474458423286,12.1090119034834,800,0.0294069269708924,9402.3384597984,8646.23361414694,8613.20404044503,303.109612310881,305.02,13.7411656496952,13.8374661784353,45.3696476384297,44.9194912362557,51.585617230614,33.0295737019023,1.91038768911898,0.0963005287400946,0.450156402173974,266.387753828198,1
5624,970.158557285097,30.4685425759103,27.9979571867299,0.926854172197901,0.873811039083618,8341.68754978111,4642.05167204208,13.2809049232919,775.564162536684,12.3279800570685,800,0.0305447968291449,9561.13952872931,8196.91675687868,8341.68754978111,304.879493355732,305.02,13.4046759116991,13.3184016182217,40.6115049919065,40.5942088290147,47.2026368021519,144.770792902427,0.140506644268328,0.0862742934773344,0.017296162891796,257.990336591169,1
5625,957.453142388035,32.7239168074738,28.191720058823,0.957253462774621,0.875886661838236,8615.28116497159,4746.06922693693,13.6839922179896,770.229074791921,12.1406972130984,800,0.0372136565100992,9351.11798177363,8632.20095744763,8615.28116497159,308.118497069099,305.02,13.7363880286793,13.7226269710116,40.3285024377382,40.8005523909443,47.4230795365312,16.9197924760429,3.0984970690991,0.0137610576677307,0.472049953206181,266.451994792937,1
5626,972.826595163814,34.7642945974881,29.4944342488934,0.935443615766736,0.878769956378911,8418.99254190062,4572.21725335419,13.3283442085233,765.402561129642,12.3115748771323,800,0.0432467985879476,9423.31094249641,8454.34393964867,8418.99254190062,304.041664096356,305.02,13.4463123261587,13.3659748413449,41.3657395211036,42.094278178807,48.686672836478,35.3513977480488,0.978335903643824,0.0803374848138301,0.728538657703396,260.381212636103,1
5627,977.400936650538,29.5401925593898,29.4021098364768,0.882705719577957,0.854465955113974,7944.35147620161,4830.09217754353,12.9346583637143,777.760174500763,12.4307599404694,800,0.0277997818740456,9668.15002047657,7992.21460684522,7944.35147620161,304.178903427177,305.02,12.8946423274194,12.9711774820641,41.198426095401,41.9463758118933,48.4188091745018,47.8631306436082,0.841096572822948,0.0765351546446755,0.747949716492229,245.701592047473,1
5628,954.740988618868,35.4459839566718,29.1923923047101,0.933338469703819,0.879825619557154,8400.04622733437,4537.84648943845,13.282393672723,763.790024950493,12.0747373166774,800,0.0452624688118839,9222.56391637568,8414.31267747159,8400.04622733437,304.755342155263,305.02,13.482776928016,13.3198945709194,41.1769346752645,41.7380321298661,48.2164515567415,14.2664501372201,0.26465784473686,0.162882357096635,0.561097454601573,259.795244144363,1
5629,963.831165416139,31.3378729704681,30.0695990397828,0.923377279294587,0.865487275638255,8310.39551365129,4809.93088743097,13.3583335129914,773.507761488358,12.2375956755513,800,0.0331152981395529,9465.87523699533,8369.56950460924,8310.39551365129,304.652310398339,305.02,13.3809312235768,13.3960488162331,42.955034498016,42.6070816665584,49.0714061906624,59.1739909579537,0.367689601661141,0.0151175926563187,0.34795283145764,257.022541659319,1
5630,965.341604182997,33.3013098239251,27.9356299915895,0.885915784998686,0.872570511694204,7973.24206498818,4463.63297157372,12.712345660614,768.863251611505,12.2339984798731,800,0.0389209354856186,9406.27185144548,8052.10185125633,7973.24206498818,303.923213567329,305.02,12.8675831736226,12.7482371115228,40.8080332598272,40.4315315160618,46.8160036031515,78.8597862681572,1.09678643267142,0.119346062099767,0.376501743765381,246.595115412006,1
5631,982.490187214108,33.1538087922851,30.3807972175161,0.968650459873827,0.866667231282276,8717.85413886444,5018.32891584094,13.9942135906444,769.21216530185,12.4530775204325,800,0.038484793372688,9579.05872416367,8733.82245926619,8717.85413886444,303.5962337854,305.02,14.0840217490911,14.0337242083938,42.0781201391234,42.918742716073,49.3981846120071,15.9683204017419,1.42376621460016,0.0502975406972208,0.840622576949656,269.624354810242,1
5632,987.145646746661,29.2376709340376,29.5261580620272,0.958941138752266,0.880771422574436,8630.47024877039,4640.12237446672,13.6320923830318,778.475789405534,12.5582195932602,800,0.0269052632430824,9776.26991139129,8666.12478302536,8630.47024877039,304.849374903255,305.02,13.7706704428258,13.6705806044514,41.0487640587442,42.0895010676453,48.6205701931386,35.6545342549689,0.170625096744686,0.100089838374375,1.0407370089011,266.92176027125,1
5633,954.071497478758,29.3582270380204,26.8618969756652,0.871891867796965,0.864798943610742,7847.02681017268,4556.12924897696,12.6235429471041,778.190613941563,12.1361017626236,800,0.0272617325730464,9444.2004815133,7936.57516747466,7847.02681017268,305.14212725052,305.02,12.7367407723574,12.6591836765239,40.1410928102136,39.3655651443246,45.7729595085536,89.5483573019737,0.12212725052018,0.0775570958334661,0.775527665889008,242.691550830084,1
5634,941.627797644515,30.4986779631725,28.3887458770774,1,0.871880080512239,9000,5055.13890643033,14.360746955,775.492877278115,11.9650973813737,800,0.0306339034023557,9278.84779519436,8979.57197154233,9000,305.862224941715,305.02,14.2822811811258,14.4012924261592,40.645531652395,40.9618761956957,47.5163021658897,20.4280284576726,0.842224941715244,0.119011245033429,0.316344543300715,278.350515463919,1
5635,962.067839688508,32.6230589025384,28.8154108140769,0.892859653566184,0.875195617227199,8035.73688209566,4441.79777167513,12.7735569844501,770.467654166045,12.2003809603046,800,0.0369154322924433,9399.99889841794,7981.52354960874,8035.73688209566,303.965258369484,305.02,12.8595388025892,12.8096212565898,40.6690955169468,41.3464798909874,47.8099119011769,54.213332486921,1.05474163051605,0.0499175459994294,0.67738437404055,248.527944807083,1
5636,941.923662194052,31.752505182192,29.2167053939011,0.921041015542977,0.879614059354536,8289.36913988679,4482.82252326107,13.1105404130723,772.526948991525,11.9547693246541,800,0.0343413137605938,9235.38147227253,8363.57232095251,8289.36913988679,304.235941129253,305.02,13.1472718140688,13.147556108695,41.2990071140366,41.7393082156546,48.1883066327255,74.2031810657263,0.784058870746776,0.000284294626151649,0.440301101617919,256.372241439799,1
5637,927.121204447231,30.9680956135361,29.3122852697451,0.980138378708081,0.862471702851463,8821.24540837273,5176.37729624097,14.2290637541832,774.38246982618,11.7755857899038,800,0.0320219127172746,9118.80720763577,8820.98962248689,8821.24540837273,305.286166385684,305.02,14.1684328313715,14.2692374370616,42.3798503870103,41.8825438250249,48.4306228171393,0.25578588584176,0.266166385684414,0.100804605690158,0.497306561985447,272.822022939364,1
5638,963.15453233263,33.4096230573077,28.7699299661416,0.997548438278192,0.869280612126828,8977.93594450373,5105.32933122054,14.368379327052,768.607036657939,12.2050196797007,800,0.0392412041775768,9380.86400836658,9001.8323153613,8977.93594450373,305.183691691704,305.02,14.2670538738007,14.4089463470988,40.9875964373478,41.3957806414876,48.0488260490046,23.8963708575739,0.163691691704173,0.141892473298103,0.408184204139737,277.668121994962,1
5639,993.728705803406,28.8518286389181,30.8727071922148,0.926468604000608,0.862063903743549,8338.21743600547,4901.96280273348,13.4562804907609,779.388499354639,12.6464836036368,800,0.0257643758067008,9856.52387795157,8352.00010853673,8338.21743600547,304.554650172297,305.02,13.4551655606044,13.4942723329859,42.8886572250791,43.4792078370101,50.0773278924206,13.7826725312643,0.46534982770288,0.0391067723815652,0.590550611930979,257.883013484706,1
5640,988.157877963565,34.3189768810173,29.3566453843368,0.961086287486415,0.878902382292994,8649.77658737774,4694.44393825607,13.6916416739142,766.455960187954,12.5109597673493,800,0.0419300497650581,9589.0996813566,8709.08050110145,8649.77658737774,303.851799153942,305.02,13.500045516307,13.7302980240575,41.8612817250316,41.9800959368185,48.6021764009672,59.3039137237065,1.16820084605752,0.230252507750556,0.118814211786884,267.518863527148,1
5641,958.833977624889,29.4551018460461,30.9483498202062,0.95407250598425,0.878260750013057,8586.65255385825,4675.12974884344,13.6016530215402,777.961456583178,12.1955856315817,800,0.0275481792710276,9487.69556183017,8577.40257909798,8586.65255385825,304.309227152084,305.02,13.8348458307171,13.6400553018695,43.4397510558565,43.5800034377583,50.2066396036718,9.24997476027056,0.710772847915507,0.194790528847609,0.140252381901718,265.566573830669,1
5642,951.54368075891,32.297758546063,29.9815518728247,0.915678760637007,0.87080369574461,8241.10884573307,4652.6945450106,13.1660852428517,771.237152159288,12.0706423244035,800,0.0359535598008901,9309.32781100631,8283.8891859733,8241.10884573307,304.642556238564,305.02,13.0966333646311,13.2032577611871,42.0720807053868,42.5851367180674,49.1438676065551,42.7803402402369,0.377443761436268,0.106624396555958,0.513056012680643,254.879655022673,1
5643,956.687551058871,31.5353496839037,31.0205636587547,0.894750470207404,0.871118810015904,8052.75423186664,4539.54686728427,12.8605140773382,773.040630322726,12.1446366163363,800,0.0336992120965928,9388.2975449331,8013.20116711853,8052.75423186664,303.859626718631,305.02,12.8232674842532,12.8968238601266,42.6868508990933,43.5821148983185,50.0522125805016,39.553064748111,1.16037328136917,0.073556375873407,0.895263999225186,249.054254593814,1
5644,948.886046465315,31.8018975845128,31.0380268334848,0.989126958249866,0.87009773475509,8902.14262424879,5042.74519528391,14.2336992735709,772.410111263835,12.0425736872838,800,0.0344873609202062,9301.80568169781,8956.94028161551,8902.14262424879,303.335905360313,305.02,14.3694620288767,14.2738860441612,43.4291339199697,43.6525106502717,50.2327422751267,54.7976573667147,1.6840946396868,0.0955759847154738,0.223376730302036,275.323998688108,1
